text,model_votes,average_prob,sampling_strategy_tag
前編 【「なんだこれは！」と言わせたい】「TAROMAN」仕掛け人が総括する「視聴者を惹きつけるクリエイティブ」【短期連載・てれびのスキマ「『フェイク』のつくりかた」】 https://www.news-pos..._1906306.html?DETAIL 後編 【TAROMAN】仕掛け人が明かす「NHKなのにフェイクドキュメンタリーが放送できた理由」【短期連載・てれびのスキマ「『フェイク』のつくりかた」】 https://www.news-pos...om=widget_related_sp,1/4,0.8,conflict_or_uncertain
むしろ一回利確しなさいって学んだだろうにな その辺もあるが犯罪者はどんどん離れていくような アーセナルの時代のリーダー」と答えるとどちらかといえば、1株当たり四半期純利益が小さく不平等だから廃止の流れは。 若者って別にじいちゃんやばあちゃんのこと言っても上位3人に私の前で抱き合えって命令してるやつもいるけど。,2/3,0.8,conflict_or_uncertain
グラティウス教令集やら法学大全 カノン教会法で どの教会法学者も奴隷を否定しなかったのはなぜだ 言ってみろ,2/3,0.8,conflict_or_uncertain
>>664 お前やろ糞カス 609に反論では無く難癖付けて来ただけの知恵遅れ お前の支持するマザコンの人殺しは法廷で寝言でも喋ってるのか？,4/1,0.8,conflict_or_uncertain
俺様なにもやってないのにな、うちの親方根性悪いから付き合うのやめるわ。 だめだね、あっちはあっちで勝手にやってくれ。 あっ、ちなみにねこや無しな。 俺は認めんしやらん。 あの世界線は無しだ。 なんか繋がったけど。。,2/3,0.8,conflict_or_uncertain
この腐った国にようこそ！！タッポイタッポイ！！ってか,1/4,0.8,conflict_or_uncertain
そのうちこの妹は街録ちゃんねるに出るだろうから楽しみにしとく,1/4,0.8,conflict_or_uncertain
AI による概要 先住民族は、歴史的に国家の軍隊に所属したり、独自の部隊を組織したりしてきました。 代表的な例としては、アメリカ陸軍の「インディアン斥候隊」や、 第二次世界大戦中の「コードトーカー」（暗号通信兵）などがあります。 また、台湾の「高砂族」は日本軍の戦力として従軍しました。 代表的な例 アメリカインディアン： インディアン斥候隊： アメリカ陸軍に所属した、偵察や追跡を専門とする先住民兵士の部隊です。 コードトーカー： 先住民の部族言語を暗号として用いた、無線通信兵として活躍しました。 特に第二次世界大戦の太平洋戦線で重要な役割を果たしました。 台湾先住民（高砂族）： 第二次世界大戦中、日本軍の兵士として各地の激戦地で戦いました。 食料調達の技術にも長けており、日本兵の命を救った事例もあります。 その他の側面 歴史的な紛争： 多くの先住民族は、 入植者との土地をめぐる争い（インディアン戦争など）の中で、 自らの土地や文化を守るために戦いました。 現代： 現在、先住民の権利が認められている国では、 連邦政府の軍隊に所属するだけでなく、 独自の自治権を持つ部族として存在しています。,1/4,1.0,conflict_or_uncertain
>>415 アホ丸出し,3/2,0.8,conflict_or_uncertain
トランプ見てると晩年の秀吉ってあんな感じだったのかな そりゃ豊臣離れするよな,3/2,0.8,conflict_or_uncertain
令和デビュー 『10/1 ダイジェスト プラス 9/17』 https://www.youtube..../watch?v=H7RbAWTahpQ 9/17 警視廳 touch and go 3連發 連合軍がスタートか？ 警察を日本政府から切り離し、連合軍(テッラTerra防衛軍)に切り替えたという事,1/4,0.8,conflict_or_uncertain
https://www.youtube..../watch?v=GM-MDGKN9mw 西脇弁護士の動画 【卑劣！】斎藤元彦追及の丸尾県議に妨害と「フェイク画像」 攻撃連続！斎藤元彦知事阪神優勝にXだんまりパレード 「費用」疑惑再燃か！【LIVE】朝刊全部！9月9日日,2/3,0.8,conflict_or_uncertain
>>1 何で、カルトが宗教なんだ。 戦後民主化されても、 全く変わらない、 靖国カルト天皇カルトの日本人。 いずれ、日本人は、必ず完全に消滅 させなければならない。 国際法に記されてあるとおりである。,1/4,0.8,conflict_or_uncertain
特権意識ありありの歪んだ思想 救うのも救われるのも白人限定であるということが歴史が証明している 信者はここでも自分だけが普遍の真理を知っていると恥ずかしげもなく自分は知ってるんだ凄いんだと主張してる やっぱり性格悪いわなキリスト教信者はみんなこう。 あれ？おかしいですよね、聖書のこの部分と質問するとプーッとむくれて何も答えないというね草,4/1,0.8,conflict_or_uncertain
安倍晋三が世界にバラ撒いた血税、60兆円 [147827849] https://itest.5ch.ne...i/poverty/1688793407 【税金】安倍晋三、海外バラ撒き累計→60兆円。岸田→1年で18兆円。安倍超えへ。 [153490809] https://itest.5ch.ne...i/poverty/1675579862 岸田 「金をドンドン海外にバラまく。ばら撒きは国際貢献の一つであり、外交の最も重要なツール」 [267234601] https://itest.5ch.ne....cgi/news/1686366448 【トリビアの泉】 日本の政権与党(自.民党)政治家は、 60兆円～もの 【海外血税ばら撒き】を 【選挙の公約】にした事は一度も無く また それが、日本国民にどんなメリットや利益があるのか？ 日本国民有権者に対して説明した事は一度も無い 【参考】 消費税を5%減税すると15兆円の税収減になるという つまり、 消費税5%＝15兆円税収 である 消費税20%分≒60兆円海外ばら撒き と言える 【結論】 つまり、自.民党安倍晋三が海外ばら撒き60兆円もの無駄遣いをしなければ 消費税20%分！？＝60兆円もの減税が出来たはずである つまり、日本人日本国民は安倍晋三をもっと早く射殺して仕留めておけば 消費税０%で生活出来ていた事になる,2/3,0.8,conflict_or_uncertain
>>409 壺連呼中国共産党員=ユダヤ共産主義支持 統一教会=反ポリコレ、反ユダヤ共産主義=大正義確定 壺が口癖の中国共産党員が反対しているから、統一教会が大正義なの確定,3/2,0.8,conflict_or_uncertain
隣人が一番敵になりやすい,2/3,1.0,conflict_or_uncertain
>>10 これ以上左巻きの報道をしてもらいたいのかサヨクは どこまで自己中心なんだ,4/1,1.0,conflict_or_uncertain
河添えさんも言ってるわ 河添誠 KAWAZOE Makoto X · kawazoemakoto 6 日前 めでたい。ついに、高市早苗が「カラスの天丼」を食べた！,2/3,0.8,conflict_or_uncertain
>>98 宇喜多の内情はいろいろ深掘りしないとわからないよなぁ 毛利があんなんだから、なんだかんだで参戦した西軍では 一番の勢力動員してるし福島正則相手に奮戦もしてるし,1/4,0.8,conflict_or_uncertain
聖父（ちち）と聖子（こ）と聖霊（せいれい）との 御名（みな）によりて。アーメン。 聖人カレンダー 8月24日 聖バルトロマイ使徒 1世紀 https://www.pauline....int365.php?id=082401 教会カレンダー C年 年間第21主日 第１朗読 イザヤ書 66章18〜21節 第２朗読 ヘブライ人への手紙 12章5〜7、11〜13節 福音朗読 ルカによる福音書 13章22〜30節 https://www.pauline....ycleC/c_ord21sun.php 日曜日のみことば 8月24日 年間第21主日 https://seseragi-sc....1%e4%b8%bb%e6%97%a5/ 年間第21主日 2025年8月24日 (日曜日) https://www.higotono...025-08-24%2000:00:00 ミサ朗読について わたしと共に 目を覚ましていなさい マタイ 26:38 年間第21主日 C年 https://ubecat.jp/verbi/000182/ 天におられるわたしたちの父よ、 み名が聖とされますように。 み国が来ますように。 みこころが天に行われるとおり地にも行われますように。 わたしたちの日ごとの糧を今日もお与えください。 わたしたちの罪をおゆるしください。わたしたちも人をゆるします。 わたしたちを誘惑におちいらせず、 悪からお救いください。 アーメン。 願わくは、聖父（ちち）と聖子（こ）と聖霊（せいれい）とに 栄えあらんことを。 始めにありし如く、 今もいつも世々にいたるまで。アーメン。,3/2,0.8,conflict_or_uncertain
>>348 新JISいいのか？ ニコラとトロンは使ったが新JISは経験ない,1/4,0.8,conflict_or_uncertain
>>273 神保… やはりあすこは神保町の語源？,2/3,0.8,conflict_or_uncertain
カバーはコレコレもちゃんと処分しろよ ぺこらに対する度を超えた誹謗中傷してるぞ,4/1,0.8,conflict_or_uncertain
フランス式 美味しい肉の教科書 https://www.amazon.co.jp/ フランス式おいしい肉の教科書-アルテュール・ル・ケンヌ/dp/4756250904 これ、面白いよ。 勉強になる。 アマだけでなくプロにも料理好きにはたまらん書物。 ステーキステキヒデキカンゲキ（笑 “ヘブライ語のすすめ”を図書館で借りたけどもう一つのご注文の品”フランス式 美味しい肉の教科書”が届いたのでこっちの方が面白くて 優先的にマスターしたいのでまたあとで借りようか買おうかと思っている。 中身どんな内容なのか見たかっただけなんだけどね。。読みやすいかどうか。,1/4,1.0,conflict_or_uncertain
聖書は読み物としてはいいが、染まったり信じる気に全くならない。,1/4,1.0,conflict_or_uncertain
>>782 同じことを繰り返すくらいなら、◯んでしまえ,3/2,0.8,conflict_or_uncertain
>>663 なんかお前らおかしくね？ 統一教会は叩くのに、ユダヤ共産主義とその手下の中国共産党は叩かないってなんで？ やっぱ、お前らって中国共産党員でオケー？,1/4,0.8,conflict_or_uncertain
無罪でいいわ,2/3,0.8,conflict_or_uncertain
毎日のみことば https://seseragi-sc....e%ef%bc%89%e5%8f%b8/,1/4,1.0,conflict_or_uncertain
どんなレス期待してスレ立てたの,1/4,0.8,conflict_or_uncertain
なんかアメリカ人やヨーロッパ人の規格外のデブ部の意味が具体的にわかってきたかな食い過ぎだけでなく食生活。 揚げ物・肉・炭水化物の摂取のしすぎである。 野菜食え野菜。 美味いぞ。料理次第だけど。 でも、俺様は結構生野菜は好きかなサラダ。,1/4,0.8,conflict_or_uncertain
確かに栖雲居士は発狂しているね,2/3,0.8,conflict_or_uncertain
>>465 ソノシートなら爪楊枝でいけるんじゃなかったっけ 小学一年生の付録だったか、針折るからって触らせてもらえんで手回しでボエ〜な音聴いた記憶あるわ,2/3,0.8,conflict_or_uncertain
韓国ではキリスト教系の新興宗教が良く表れているけど、どれも稚拙。原罪というどうしようもできないものをp作り上げて縛り上げる原因を作り、 それを解消するために、肉体関係を教祖と結ぶことを目的をするなんて、（統一教会もそうだがその分派もそこは同じ）サルに毛が生えたような韓国人が考えそうなものだよ。 だから日本では解散にまでなったってことだろ。最初から大問題集団だったってわけ。,2/3,0.8,conflict_or_uncertain
きっしょ,1/4,0.8,conflict_or_uncertain
>>26 そのまともな感覚をもっていられることが最高に幸せと位置づけられてさしまうくらい、毒親持ちは地獄らしい,1/4,0.8,conflict_or_uncertain
宇宙人は居ない。未知の地上人が限り無く居るだけである 一番近い隣の円地(まるち)にはプレヤデス人、火星人、金星人、アヌンナキ人、オリオン人が居る https://www.youtube..../watch?v=92Alnlrpes0,2/3,0.8,conflict_or_uncertain
でこすけ氏 最近ネット しなくても 母は見ている 親が操った,2/3,0.8,conflict_or_uncertain
京都大学の学生は日本語では読みません<m(__)m>,2/3,0.8,conflict_or_uncertain
差すのは水ぐらいにして下さい,2/3,0.8,conflict_or_uncertain
>>259 正当防衛,2/3,0.8,conflict_or_uncertain
新左翼と違って特定の大学が「拠点」になってたというふうではなかったと思う,1/4,0.8,conflict_or_uncertain
昔、秋山和慶の指揮で聴いた祭りが名演で忘れられん。 その前の曲目がベト8、モーツァルトVn協という抑えたプロだったので、最後の祭りで一気に オケの溜まったエネルギーが爆発したようだった。 3部作全部続けて演奏するとなるとたぶんああいう鮮烈な演奏にはならないだろうな。,1/4,0.8,conflict_or_uncertain
スレの皆さん、おはようございます。 キリスト教関係の信仰生活について、紹介レスを作りましたので、 どうか、ご利用ください。 カトリックについて https://rio2016.5ch..../psy/1716329444/903n プロテスタントについて https://rio2016.5ch..../psy/1716329444/904n 正教会について https://rio2016.5ch..../psy/1716329444/905n ユダヤ教について https://rio2016.5ch..../psy/1716329444/906n,2/3,0.8,conflict_or_uncertain
日本モンキーパークの若い太陽の塔付近には映画館ないからやっぱ万博跡地の太陽の塔に1番近い 109シネマズ大阪エキスポシティに行くのが聖地巡礼としては正解なんだろうな,2/3,0.8,conflict_or_uncertain
というか、月30万円あるいは45万円も 長年に渡り無料でフードスタンプを 支給されていたとは驚きですし、 あまり世間（他国）には 知れ渡ってなかったと思う。,1/4,1.0,conflict_or_uncertain
大河信長が延々と尾張上四郡下四郡やってたのとか,1/4,0.8,conflict_or_uncertain
https://www.youtube..../watch?v=T58xQxHBT-4 西脇弁護士の動画 【矛盾】斎藤元彦「適切・適法」答弁の嘘を暴く時系列！ 公益通報者保護法対応に県人事委2年連続指摘も斎藤知事は また「無視」か【LIVE】朝刊全部！10月12日,2/3,0.8,conflict_or_uncertain
>>862 ただの関係者Aさんだろw 週刊現代、夕刊フジ、実話ナックルズ、女性自身、女性セブンでお馴染みw,2/3,0.8,conflict_or_uncertain
クリ舐めるだけならいいの？,1/4,0.8,conflict_or_uncertain
みなさん選挙は自民ボロ負け・・・と思いきや キナ臭い連中は凱旋聴衆もいないのに当確？！ ホントなら100議席切ってもいいくらいですよね セコ過ぎる不正で地味に議員増やす作戦 許されない反社自民盗！ 自民は不正選挙の為に”移民特別扱い”外人票に舵を切っている！！ //www.kanaloco.jp/news/government/electiondata/article-1120707.html ＜法律違反です！＞神奈川、外国籍市民に衆院選の投票用紙を交付するミス 綾瀬市選管 許せない国家背任 ”既成事実化” 信じられない自民盗の選挙攻略？！ 自民を潰せ！ なんと投票抑制？！ お年寄り騙して自民票以外はシャットアウトしたい！！(あ然) //news.yahoo.co.jp/articles/5a73b82713124da9f2202ad98c49219495b094e3 ＜勝手に閉鎖？！憲法違反＞投票所「夜８時まで」は立会人に負担…きょう４割で早じまい、経費節減も,2/3,0.8,conflict_or_uncertain
内海 聡 @touyoui 昨日のよしみとチーム日本代表が街宣入るため。 応援弁士池田としえ 街頭演説会 参政党 対策委員 すえよし たつみ 応援弁士 池田 としえ 司会 榎本 セイヤ @JR 蒲田駅東口 １８時～ ご参集お願いいたします！ 午前11:44 · 2023年4月5日·2万 件の表示 x.com/touyoui/status/1643444438386241538,3/2,0.8,conflict_or_uncertain
スペシャルマッサージとは言ったけど手コキとは言ってないし,1/4,1.0,conflict_or_uncertain
小田原やるってなに？,1/4,0.8,conflict_or_uncertain
>>332 実際食ってるから後のローテや 病欠中に入った感ハンパないな,3/2,0.8,conflict_or_uncertain
なんせ､部屋の､ｲﾗﾝもの､捨てんと｡ 将棋24の対局記録のﾒﾓ帳､いっぱいある｡しかも､今日金具から紙､ひっきゃぶいてたら すごい時間かかって､3個しかできず｡､,1/4,1.0,conflict_or_uncertain
>>10 こぶいちからむりりんに絵師変わったんちゃう？,2/3,0.8,conflict_or_uncertain
高市総理の態度は正しい。 欧米の価値観（キリスト教的価値観）では、コウモリ外交は信用されない。 新約聖書「二人の主人に仕えることは出来ない。」 以前の自民党政権は自国民に強く他国には弱い内弁慶だったが、 高市政権は内弁慶ではないので好感が持てる。 高市総理の明確な意見も良い。 新約聖書「“はい”なら“はい”、“いいえ”なら“いいえ”とだけ言いなさい。それ以外は悪魔から出る。」,2/3,0.8,conflict_or_uncertain
【参政脳】 アメリカ制のジャパンファースト万歳！ https://kizuna.5ch.n...festo/1752822918/l50,2/3,0.8,conflict_or_uncertain
>>732 旧織田系からすれば家臣筋だった秀吉より同盟筋だった家康の方がまだ納得出来たろうし,2/3,0.8,conflict_or_uncertain
https://www.youtube..../watch?v=g0FfCR2XLMY 西脇弁護士の動画 【炎上】斎藤元彦氏「公務より自撮り」映像拡散！ 公務の説明に生返事で「スマホいじり」「自撮り撮影？」 職員アンケートも訴えた「自画像愛」と「パワハラ」 【LIVE】朝刊全部！10月8日,2/3,0.8,conflict_or_uncertain
>>794 ソースがゲンダイとかw,2/3,0.8,conflict_or_uncertain
>>41 この意見が正解だね一般層向けに作ってるグランセイザーとか好きな人には合わない,1/4,0.8,conflict_or_uncertain
この人、おじいちゃん！ 454：還暦子供：2025/11/06(木) 05:03:03 ID:8idMyK4k サス九の知らない店にはいかない方がいいかも・・ セクシー女優じゃなかった が口癖のサス九はいるから・・🔥,2/3,0.8,conflict_or_uncertain
米トランプ政権 “緊急時の妊娠中絶措置”を廃止 「妊婦の命が救えなくなる」との懸念も [煮卵★] ps://asahi.5ch.net/test/read.cgi/newsplus/1749100495/ >アメリカのトランプ政権は人工妊娠中絶が禁止されている州であっても、妊婦の緊急事態の際には中絶措置を行うよう医療機関に義務付けていた指針を廃止しました。,1/4,0.8,conflict_or_uncertain
https://rio2016.5ch..../psy/1759966174/508n アンドロギュヌス ＞グノーシス思想のアンドロギュヌス神話に登場する。 https://rio2016.5ch..../psy/1759966174/509n ＞シュジュゴス（伴侶） https://rio2016.5ch..../psy/1759966174/502n ＞彼の伴侶と呼ばれていたマグダレーネであった。 グノーシス思想によれば、 マグダラのマリアはイエスの伴侶つまり妻であった。,2/3,0.8,conflict_or_uncertain
牧師は礼拝に来る老人達の遺産目当てで死後に遺産寄付する様に水面下で誘導してるのか？,1/4,0.8,conflict_or_uncertain
真言宗 常用経典 九條錫杖（くじょうしゃくじょう） http://shingon-kyo.s...egory/4408131-1.html 九 条 錫 杖（くじょうしゃくじょう） 全角ＦＣを半角に http://housyou28.web. ＦＣ2.com/obe-a-3-3kujyou.html 『九條錫杖』の教えの一部 ・・・ 懈怠者精進 ?日々努力をし練習するという精進をしなさい。 破戒者持戒 ?悪い事をしないよう心に言い聞かせなさい。 不信者令信 ?相手の信用できる点を見つけ励ましなさい。 〇不信仰者や不信用者は信仰し信頼しなさい。 慳貪者布施 ?貧しいながら人助けする者に援助しなさい。 瞋恚者慈悲 ?相手は可哀そうな奴だと憐れみ言いなさい。 愚痴者智慧 ?物を覚え考えをまとめる訓練をしなさい。 驕慢者恭敬 ?相手の美点を見つけて褒めなさい。 〇おごり高ぶっている者はひとを敬いなさい。 〇相手の立場を考え反省を口にしなさい。 放逸者攝心 ?注意散漫にならず気を付けて行いなさい。 ・・・,3/2,0.8,conflict_or_uncertain
統一教会 https://rio2016.5ch.....cgi/psy/1713616997/,1/4,0.8,conflict_or_uncertain
>>705 40代だろな 前半じゃないと思う,3/2,1.0,conflict_or_uncertain
"ーーー 0479 我撫理得流ＫＥＮＪＩ from ｄｅｓｋｔｏｐＰＣ 2025/11/17(月) 16:36:43.95 コインランドリーは親がもう死んだか貧乏で生活費の支援が ないからナマポなんや。 ↑ 『そんなに僕が気になる』のかな？ 『""ヘタレ軟弱""のKENJIさん』 ーーー",3/2,0.8,conflict_or_uncertain
"ーーー ピッピさんへ ー 『あのブログ主さん粘着名無し達スレ』より 0429 きなり 2025/11/19(水) 17:19:55.98 coinさん 私の長兄は海軍兵学校の最後の 入学者です。彼はもうこの世に いませんが今彼の息子と孫が兄 の跡 を継ぎ医院の院長をしています。 ひ孫ももうじき医学生になります。 ー ・・・ピッピさん ・・・『この""上記のレス""』どう思いますか？ ちなみに僕は 『""この人のご家族の事""について』は 『何一つ一切""尋ねていない""』のですよね。 ーーー",3/2,0.8,conflict_or_uncertain
修道院とか修道会はカトリック由来だと思いますよ,1/4,0.8,conflict_or_uncertain
>>891 は >>889 宛て,2/3,1.0,conflict_or_uncertain
以前、合同結婚式に参加する人の募集だか、結婚推奨かの家庭〜とかいう関連団体があって 団体名書いてある車で渋谷だかターミナル駅で結婚して家庭を〜みたいなの言ってた気がしたけど、 家庭〜とかいう関連団体は今もあるのかな？,2/3,0.8,conflict_or_uncertain
いいな…フードスタンプ最大45万円 でも打ち切りか。 これでみんな正気にもどるんじゃないの？,1/4,0.8,conflict_or_uncertain
ほっほう程嫌味じゃないｗ,1/4,0.8,conflict_or_uncertain
